student_id,district_id,school_id,assessment_edition,composite_level,composite_score
8863632565,820403,820403809,DIBELS 8th Edition,Above Benchmark,343
8863553962,821409,821409894,DIBELS 8th Edition,Below Benchmark,301
8869736532,778108,778108055,DIBELS 8th Edition,Below Benchmark,291
8869398616,820403,820403805,DIBELS 8th Edition,Below Benchmark,303
8869946553,820403,820403806,DIBELS 8th Edition,Well Below Benchmark,243
8869171324,93408,93408880,DIBELS 8th Edition,At Benchmark,325
8865829977,86172,86172007,DIBELS 8th Edition,Above Benchmark,370
8865843473,820405,82040580,DIBELS 8th Edition,Above Benchmark,591
8865759575,874406,874406809,DIBELS 8th Edition,Above Benchmark,387
8865668547,93408,93408881,DIBELS 8th Edition,At Benchmark,308
8865281411,778108,778108006,DIBELS 8th Edition,Above Benchmark,337
8862374636,818402,818402803,DIBELS 8th Edition,Well Below Benchmark,263
8862499638,820407,820407879,DIBELS 8th Edition,Well Below Benchmark,274
8862458437,819402,819402809,DIBELS 8th Edition,Well Below Benchmark,275
8861928644,35407,35407307,DIBELS 8th Edition,Below Benchmark,283
8861589318,78407,78407801,DIBELS 8th Edition,Well Below Benchmark,270
8861581662,834488,834488807,DIBELS 8th Edition,Below Benchmark,291
8864371928,86488,86488801,DIBELS 8th Edition,Above Benchmark,343
8864174798,833403,833403804,DIBELS 8th Edition,Above Benchmark,363
8864414274,819407,819407802,DIBELS 8th Edition,Well Below Benchmark,254
8858721369,801405,801405808,IDEL Standard 3 Period,Benchmark,
8858319166,64408,64408803,DIBELS 8th Edition,Well Below Benchmark,258
8858113755,874406,874406809,DIBELS 8th Edition,At Benchmark,328
8858114864,820405,820405805,DIBELS 8th Edition,At Benchmark,318
8858437911,,,DIBELS 8th Edition,Above Benchmark,392
8857952729,820407,820407837,DIBELS 8th Edition,At Benchmark,306
8857613562,1407,1407809,DIBELS 8th Edition,At Benchmark,325
8853761316,93408,93408802,DIBELS 8th Edition,At Benchmark,319
8853377571,,,DIBELS 8th Edition,Below Benchmark,281
8853497721,734403,734403808,DIBELS 8th Edition,Above Benchmark,335
8853468582,93408,93408808,DIBELS 8th Edition,Well Below Benchmark,256
8859389558,820403,820403802,DIBELS 8th Edition,Above Benchmark,362
8859394213,778108,778108006,DIBELS 8th Edition,Above Benchmark,424
8859658581,60480,60480809,DIBELS 8th Edition,Well Below Benchmark,257
8859116337,62488,62488805,DIBELS 8th Edition,Below Benchmark,303
8856839747,62488,62488805,DIBELS 8th Edition,Above Benchmark,443
8856537454,,,DIBELS 8th Edition,Well Below Benchmark,263
8856539841,90407,90407008,DIBELS 8th Edition,At Benchmark,322
8855749256,772174,772174008,DIBELS 8th Edition,Well Below Benchmark,272
8855448732,80407,80407807,DIBELS 8th Edition,Well Below Benchmark,261
8855445689,770486,770486801,DIBELS 8th Edition,Well Below Benchmark,278
8852641339,834404,834404804,DIBELS 8th Edition,Below Benchmark,292
8852181177,815407,815407809,DIBELS 8th Edition,Well Below Benchmark,270
8851382426,83406,83406808,DIBELS 8th Edition,Well Below Benchmark,252
8851645138,801102,801102845,DIBELS 8th Edition,Well Below Benchmark,243
8854837499,801102,801102816,DIBELS 8th Edition,Well Below Benchmark,247
8854829826,,,DIBELS 8th Edition,Below Benchmark,290
8854973462,802407,802407808,DIBELS 8th Edition,Well Below Benchmark,267
8854694725,889408,889408888,DIBELS 8th Edition,Well Below Benchmark,254
8854558742,86136,86136003,DIBELS 8th Edition,Below Benchmark,294
8854194567,78407,78407889,DIBELS 8th Edition,Below Benchmark,280
8828895374,86487,86487801,DIBELS 8th Edition,Well Below Benchmark,252
8827828466,778108,778108073,DIBELS 8th Edition,Below Benchmark,291
8827214437,873401,873401806,DIBELS 8th Edition,Well Below Benchmark,252
8823398582,820407,820407886,DIBELS 8th Edition,Well Below Benchmark,243
8823238973,778108,778108028,DIBELS 8th Edition,Below Benchmark,295
8829233621,,,DIBELS 8th Edition,Well Below Benchmark,279
8829494237,872409,872409808,DIBELS 8th Edition,Well Below Benchmark,272
8826233233,734403,734403808,DIBELS 8th Edition,Below Benchmark,289
8826415482,820405,82040580,DIBELS 8th Edition,Well Below Benchmark,243
8825722632,801102,801102835,DIBELS 8th Edition,Below Benchmark,289
8825951217,819409,819409808,DIBELS 8th Edition,Above Benchmark,425
8825584513,844407,844407809,DIBELS 8th Edition,At Benchmark,319
8825214771,872408,872408808,DIBELS 8th Edition,Below Benchmark,290
8825133658,48401,48401807,DIBELS 8th Edition,Well Below Benchmark,249
8825152488,820407,820407806,DIBELS 8th Edition,Well Below Benchmark,261
8822877467,,,DIBELS 8th Edition,Well Below Benchmark,256
8824811684,820407,820407877,DIBELS 8th Edition,At Benchmark,308
8824769432,778487,778487805,DIBELS 8th Edition,Well Below Benchmark,263
8824757367,806405,806405885,DIBELS 8th Edition,Well Below Benchmark,256
8824548891,,,DIBELS 8th Edition,Below Benchmark,299
8824413297,820403,820403805,DIBELS 8th Edition,Above Benchmark,462
8818716517,778487,778487801,DIBELS 8th Edition,Well Below Benchmark,265
8818231524,834488,834488808,DIBELS 8th Edition,At Benchmark,306
8818484594,819407,819407805,DIBELS 8th Edition,Well Below Benchmark,258
8817814567,43403,43403808,DIBELS 8th Edition,Well Below Benchmark,252
8817515455,799403,799403806,DIBELS 8th Edition,Well Below Benchmark,253
8813853288,739405,739405808,DIBELS 8th Edition,Well Below Benchmark,265
8813738986,848408,848408801,DIBELS 8th Edition,Well Below Benchmark,264
8819732873,783408,783408808,DIBELS 8th Edition,At Benchmark,314
8819917835,819402,819402806,DIBELS 8th Edition,Below Benchmark,285
8816695869,8407,8407803,DIBELS 8th Edition,Below Benchmark,287
8816611727,734403,734403808,DIBELS 8th Edition,Above Benchmark,353
8816593968,820405,82040580,DIBELS 8th Edition,Below Benchmark,286
8816227927,801102,801102847,DIBELS 8th Edition,Well Below Benchmark,243
8816168726,795402,795402808,DIBELS 8th Edition,Above Benchmark,364
8815841342,62160,62160009,DIBELS 8th Edition,At Benchmark,310
8815667185,795487,795487808,DIBELS 8th Edition,Above Benchmark,341
8815585535,820403,820403806,DIBELS 8th Edition,Below Benchmark,281
8815579224,62488,62488807,DIBELS 8th Edition,Above Benchmark,352
8815566884,825408,825408008,DIBELS 8th Edition,At Benchmark,318
8815529316,819408,819408808,DIBELS 8th Edition,Well Below Benchmark,256
8812715591,,,DIBELS 8th Edition,Well Below Benchmark,243
8812747851,875408,875408807,DIBELS 8th Edition,Above Benchmark,351
8812615671,770486,770486801,DIBELS 8th Edition,Well Below Benchmark,259
8812531722,801405,801405878,IDEL Standard 3 Period,Intensive,
8812216225,,,DIBELS 8th Edition,Well Below Benchmark,258
8814824322,855408,855408809,DIBELS 8th Edition,Well Below Benchmark,247
8814327594,821101,821101808,DIBELS 8th Edition,At Benchmark,323
8814187682,,,DIBELS 8th Edition,Below Benchmark,305
8847818838,84406,84406808,DIBELS 8th Edition,Well Below Benchmark,245
8847732576,,,DIBELS 8th Edition,Below Benchmark,290
8847984869,802407,802407808,DIBELS 8th Edition,Above Benchmark,380
8847429982,778487,778487805,DIBELS 8th Edition,Well Below Benchmark,264
8843854622,820405,820405805,DIBELS 8th Edition,Above Benchmark,399
8843925779,867480,867480808,DIBELS 8th Edition,Well Below Benchmark,267
8843638846,801102,801102300,DIBELS 8th Edition,Below Benchmark,291
8843192559,85408,85408808,DIBELS 8th Edition,Well Below Benchmark,270
8849937741,787406,787406876,DIBELS 8th Edition,Above Benchmark,362
8849538136,93484,93484809,DIBELS 8th Edition,Above Benchmark,353
8849131238,834488,834488808,DIBELS 8th Edition,Well Below Benchmark,265
8849152166,778487,778487801,DIBELS 8th Edition,Above Benchmark,349
8846849576,873401,873401806,DIBELS 8th Edition,Below Benchmark,282
8846673823,874406,874406806,DIBELS 8th Edition,Below Benchmark,281
8846634729,873401,873401806,DIBELS 8th Edition,At Benchmark,329
8846613455,820403,820403807,DIBELS 8th Edition,At Benchmark,327
8846232563,801102,801102816,DIBELS 8th Edition,Well Below Benchmark,278
8846116878,94405,94405008,DIBELS 8th Edition,Below Benchmark,292
8846487671,800402,800402807,DIBELS 8th Edition,Above Benchmark,332
8846495799,875488,875488808,DIBELS 8th Edition,Above Benchmark,335
8845319912,60404,60404008,DIBELS 8th Edition,Well Below Benchmark,263
8845543992,820403,820403807,DIBELS 8th Edition,Well Below Benchmark,256
8842858962,873401,873401806,DIBELS 8th Edition,Well Below Benchmark,252
8842772628,818402,818402808,DIBELS 8th Edition,Well Below Benchmark,258
8842676937,848408,848408883,DIBELS 8th Edition,Well Below Benchmark,274
8841818357,,,DIBELS 8th Edition,At Benchmark,306
8841739276,48405,48405809,DIBELS 8th Edition,Well Below Benchmark,243
8841931786,848408,848408801,DIBELS 8th Edition,At Benchmark,326
8841616624,801102,801102834,DIBELS 8th Edition,Below Benchmark,292
8844274374,35407,35407307,DIBELS 8th Edition,Well Below Benchmark,249
8788935158,820407,820407879,DIBELS 8th Edition,Well Below Benchmark,256
8788683574,700408,700408808,DIBELS 8th Edition,At Benchmark,308
8787931916,47405,47405807,DIBELS 8th Edition,Well Below Benchmark,278
8787964653,32402,32402803,DIBELS 8th Edition,Well Below Benchmark,245
8787943882,848408,848408887,DIBELS 8th Edition,Below Benchmark,294
8789328456,820405,820405801,DIBELS 8th Edition,Above Benchmark,412
8789975951,899408,899408808,DIBELS 8th Edition,Well Below Benchmark,277
8789617578,20401,20401804,DIBELS 8th Edition,Above Benchmark,333
8789532396,93484,93484807,DIBELS 8th Edition,Above Benchmark,352
8786876253,834487,834487807,DIBELS 8th Edition,At Benchmark,328
8786424464,844408,844408888,DIBELS 8th Edition,At Benchmark,311
8785372336,818402,818402808,DIBELS 8th Edition,Well Below Benchmark,243
8785139194,844407,844407805,DIBELS 8th Edition,Below Benchmark,281
8785159548,820407,820407830,DIBELS 8th Edition,Above Benchmark,403
8785116175,816408,816408808,DIBELS 8th Edition,Well Below Benchmark,243
8782811426,820407,820407874,DIBELS 8th Edition,Below Benchmark,287
8782233235,78407,78407883,DIBELS 8th Edition,Well Below Benchmark,263
8782113698,848408,848408806,DIBELS 8th Edition,Well Below Benchmark,267
8781377475,19488,19488808,DIBELS 8th Edition,Below Benchmark,302
8784841262,,,DIBELS 8th Edition,Below Benchmark,281
8784945326,820403,820403803,DIBELS 8th Edition,At Benchmark,311
8778835675,801102,801102875,DIBELS 8th Edition,At Benchmark,308
8778574221,820407,820407885,DIBELS 8th Edition,Above Benchmark,385
8778557688,787480,787480808,DIBELS 8th Edition,Well Below Benchmark,247
8778277861,93403,93403803,DIBELS 8th Edition,At Benchmark,308
8773429983,848408,848408887,DIBELS 8th Edition,Above Benchmark,347
8779378869,92403,92403008,DIBELS 8th Edition,Below Benchmark,281
8779975755,,,DIBELS 8th Edition,At Benchmark,311
8779697242,820403,820403807,DIBELS 8th Edition,Above Benchmark,368
8779169323,800402,800402807,DIBELS 8th Edition,Well Below Benchmark,272
8776825838,844407,844407809,DIBELS 8th Edition,At Benchmark,308
8776748996,1407,1407809,DIBELS 8th Edition,Above Benchmark,337
8775571652,820405,820405809,DIBELS 8th Edition,Below Benchmark,299
8775213695,821409,821409862,DIBELS 8th Edition,Well Below Benchmark,251
8772943214,86136,86136004,DIBELS 8th Edition,Well Below Benchmark,243
8772683713,795487,795487808,DIBELS 8th Edition,At Benchmark,315
8772554996,86172,86172007,DIBELS 8th Edition,Above Benchmark,339
8771373228,818406,818406807,DIBELS 8th Edition,At Benchmark,314
8771986928,870408,870408809,DIBELS 8th Edition,Above Benchmark,369
8771553691,,,DIBELS 8th Edition,Below Benchmark,292
8774957165,820407,820407883,DIBELS 8th Edition,At Benchmark,325
8774587466,76404,76404807,DIBELS 8th Edition,Above Benchmark,348
8774599276,35407,35407307,DIBELS 8th Edition,Above Benchmark,412
8774224176,32402,32402803,DIBELS 8th Edition,Well Below Benchmark,271
8738826847,848408,848408802,DIBELS 8th Edition,Above Benchmark,373
8738569828,78407,78407889,DIBELS 8th Edition,Below Benchmark,291
8738487499,32402,32402803,DIBELS 8th Edition,Well Below Benchmark,258
8737963845,770486,770486806,DIBELS 8th Edition,Well Below Benchmark,253
8733745299,86136,86136001,DIBELS 8th Edition,At Benchmark,311
8733675944,820407,820407875,DIBELS 8th Edition,Below Benchmark,299
8733697331,806405,806405808,DIBELS 8th Edition,Well Below Benchmark,247
8733569824,820407,820407878,DIBELS 8th Edition,Above Benchmark,347
8733215917,801102,801102884,DIBELS 8th Edition,Well Below Benchmark,254
8739831236,801102,801102840,DIBELS 8th Edition,Well Below Benchmark,255
8739794187,821101,821101808,DIBELS 8th Edition,Above Benchmark,352
8739957583,,,DIBELS 8th Edition,Well Below Benchmark,257
8736756218,770486,770486801,DIBELS 8th Edition,At Benchmark,321
8736683129,820407,820407838,DIBELS 8th Edition,Well Below Benchmark,268
8736493529,800406,800406807,DIBELS 8th Edition,Above Benchmark,359
8735645256,818402,818402803,DIBELS 8th Edition,Well Below Benchmark,247
8732971532,778487,778487805,DIBELS 8th Edition,Well Below Benchmark,264
8732528954,833403,833403804,DIBELS 8th Edition,At Benchmark,316
8732199755,48401,48401807,DIBELS 8th Edition,At Benchmark,324
8732168665,787406,787406880,DIBELS 8th Edition,Well Below Benchmark,253
8732412653,888408,888408802,DIBELS 8th Edition,At Benchmark,325
8731837141,,,DIBELS 8th Edition,Below Benchmark,296
8731278679,820407,820407876,DIBELS 8th Edition,Below Benchmark,283
8734745625,792405,792405808,DIBELS 8th Edition,Above Benchmark,341
8734521755,820407,820407830,DIBELS 8th Edition,Below Benchmark,285
8798699595,819402,819402803,DIBELS 8th Edition,Above Benchmark,351
8798589571,889408,889408888,DIBELS 8th Edition,Below Benchmark,288
8798149534,800406,800406807,DIBELS 8th Edition,At Benchmark,313
8797814665,772174,772174008,DIBELS 8th Edition,Well Below Benchmark,252
8797719527,888408,888408805,DIBELS 8th Edition,At Benchmark,317
8797956944,15407,15407808,DIBELS 8th Edition,Above Benchmark,460
8797186165,848408,848408806,DIBELS 8th Edition,Below Benchmark,289
8793686695,806405,806405886,DIBELS 8th Edition,Above Benchmark,363
8793241948,874409,874409808,DIBELS 8th Edition,Well Below Benchmark,263
8793491363,93408,93408889,DIBELS 8th Edition,Well Below Benchmark,255
8799773787,820405,820405803,DIBELS 8th Edition,Below Benchmark,295
8799116761,7408,7408806,DIBELS 8th Edition,Below Benchmark,285
8796816158,845407,845407807,DIBELS 8th Edition,At Benchmark,315
8796634813,35407,35407307,DIBELS 8th Edition,Well Below Benchmark,276
8796645931,89103,89103003,DIBELS 8th Edition,Well Below Benchmark,279
8796527651,62488,62488803,DIBELS 8th Edition,At Benchmark,312
8792764169,801102,801102300,DIBELS 8th Edition,At Benchmark,317
8792337244,888408,888408807,DIBELS 8th Edition,Well Below Benchmark,243
8792977482,48483,48483808,DIBELS 8th Edition,Above Benchmark,347
8791891881,86172,86172003,DIBELS 8th Edition,Well Below Benchmark,276
8791815652,848408,848408883,DIBELS 8th Edition,Well Below Benchmark,277
8794618369,820407,820407875,DIBELS 8th Edition,Well Below Benchmark,257
8768725955,,,DIBELS 8th Edition,At Benchmark,320
8768699448,867407,867407808,DIBELS 8th Edition,Well Below Benchmark,267
8768427259,875408,875408803,DIBELS 8th Edition,Well Below Benchmark,255
8767656945,783408,783408808,DIBELS 8th Edition,At Benchmark,323
8763845898,8407,8407803,DIBELS 8th Edition,Above Benchmark,413
8763982961,93409,93409808,DIBELS 8th Edition,At Benchmark,320
8763547558,,,DIBELS 8th Edition,Above Benchmark,377
8763288713,826480,826480808,DIBELS 8th Edition,Well Below Benchmark,273
8763237462,874406,874406803,DIBELS 8th Edition,At Benchmark,328
8769943976,770486,770486806,DIBELS 8th Edition,Well Below Benchmark,250
8769683462,20401,20401805,DIBELS 8th Edition,At Benchmark,319
8769414472,844408,844408808,DIBELS 8th Edition,Well Below Benchmark,269
8765598238,787406,787406880,DIBELS 8th Edition,At Benchmark,323
8765246963,,,DIBELS 8th Edition,Well Below Benchmark,251
8758631188,848408,848408801,DIBELS 8th Edition,Well Below Benchmark,249
8758224843,844407,844407806,DIBELS 8th Edition,Above Benchmark,361
8758165213,896405,896405808,DIBELS 8th Edition,Well Below Benchmark,249
8758119224,820405,82040580,DIBELS 8th Edition,Below Benchmark,282
8757881933,78407,78407880,DIBELS 8th Edition,At Benchmark,313
8757924729,820407,820407875,DIBELS 8th Edition,Well Below Benchmark,268
8757427954,778487,778487801,DIBELS 8th Edition,Below Benchmark,286
8757442785,888408,888408805,DIBELS 8th Edition,Above Benchmark,396
8753385677,820407,820407876,DIBELS 8th Edition,Above Benchmark,388
8753282548,93408,93408807,DIBELS 8th Edition,Above Benchmark,360
8753493475,802407,802407808,DIBELS 8th Edition,Below Benchmark,291
8753419854,825403,825403808,DIBELS 8th Edition,Well Below Benchmark,245
8759778967,778487,778487801,DIBELS 8th Edition,Below Benchmark,305
8759766931,855409,855409808,DIBELS 8th Edition,At Benchmark,314
8759557731,15408,15408803,DIBELS 8th Edition,Below Benchmark,288
8759547317,86488,86488807,DIBELS 8th Edition,At Benchmark,321
8759255315,861408,861408808,DIBELS 8th Edition,Below Benchmark,299
8759163453,819402,819402809,DIBELS 8th Edition,At Benchmark,306
8756386363,62488,62488807,DIBELS 8th Edition,Below Benchmark,298
8756954156,778409,778409807,DIBELS 8th Edition,Well Below Benchmark,247
8756918118,801405,801405879,DIBELS 8th Edition,Above Benchmark,349
8755414525,888408,888408805,DIBELS 8th Edition,Below Benchmark,299
8752247182,848408,848408808,DIBELS 8th Edition,At Benchmark,321
8751416549,873401,873401806,DIBELS 8th Edition,At Benchmark,326
8754831842,801102,801102832,DIBELS 8th Edition,Well Below Benchmark,249
8754775676,818408,818408807,DIBELS 8th Edition,Above Benchmark,356
8754934379,848408,848408802,DIBELS 8th Edition,Above Benchmark,363
8754282522,821405,821405808,DIBELS 8th Edition,Below Benchmark,288
8728227477,861407,861407807,DIBELS 8th Edition,Above Benchmark,387
8727951639,89103,89103007,DIBELS 8th Edition,Well Below Benchmark,252
8727924338,820405,82040580,DIBELS 8th Edition,At Benchmark,308
8727621974,772174,772174008,DIBELS 8th Edition,Well Below Benchmark,258
8723346557,,,DIBELS 8th Edition,At Benchmark,331
8729877178,772174,772174008,DIBELS 8th Edition,Below Benchmark,304
8729871743,,,DIBELS 8th Edition,Well Below Benchmark,256
8729851799,820403,820403802,DIBELS 8th Edition,Well Below Benchmark,275
8729572993,819402,819402803,DIBELS 8th Edition,At Benchmark,327
8729218235,48402,48402808,DIBELS 8th Edition,Above Benchmark,334
8729146632,78407,78407803,IDEL Standard 3 Period,Benchmark,
8726866286,825407,825407809,DIBELS 8th Edition,Above Benchmark,359
8726314237,845407,845407807,DIBELS 8th Edition,Well Below Benchmark,247
8725342849,801102,801102883,DIBELS 8th Edition,Well Below Benchmark,267
8725458352,93409,93409808,DIBELS 8th Edition,Well Below Benchmark,263
8722719758,32402,32402803,DIBELS 8th Edition,Well Below Benchmark,267
8722414438,833403,833403804,DIBELS 8th Edition,Well Below Benchmark,272
8721343436,800406,800406806,DIBELS 8th Edition,At Benchmark,317
8724288212,875488,875488808,DIBELS 8th Edition,At Benchmark,315
8724464214,795402,795402807,DIBELS 8th Edition,Above Benchmark,345
8718328926,844407,844407801,DIBELS 8th Edition,At Benchmark,310
8718582276,818402,818402803,DIBELS 8th Edition,Above Benchmark,333
8718252662,867403,867403808,DIBELS 8th Edition,Below Benchmark,289
8718139757,19107,19107008,DIBELS 8th Edition,Well Below Benchmark,256
8718134534,820407,820407878,DIBELS 8th Edition,Above Benchmark,379
8713615136,819407,819407802,DIBELS 8th Edition,At Benchmark,307
8713428821,778487,778487805,DIBELS 8th Edition,At Benchmark,324
8719546951,7408,7408806,DIBELS 8th Edition,Below Benchmark,283
8716394354,820407,820407889,DIBELS 8th Edition,Below Benchmark,280
8716997375,,,DIBELS 8th Edition,Below Benchmark,290
8716682339,801102,801102300,DIBELS 8th Edition,Well Below Benchmark,276
8716492115,820405,820405809,DIBELS 8th Edition,Below Benchmark,303
8715691931,820407,820407837,DIBELS 8th Edition,Below Benchmark,297
8712718756,62488,62488803,DIBELS 8th Edition,At Benchmark,311
8712748799,788408,788408808,DIBELS 8th Edition,Below Benchmark,305
8712294234,62488,62488805,DIBELS 8th Edition,Above Benchmark,349
8712259822,,,DIBELS 8th Edition,Well Below Benchmark,263
8712152768,19488,19488808,DIBELS 8th Edition,Well Below Benchmark,264
8712478147,48406,48406808,DIBELS 8th Edition,At Benchmark,323
8712463491,800402,800402807,DIBELS 8th Edition,Well Below Benchmark,261
8711251258,818402,818402803,DIBELS 8th Edition,At Benchmark,314
8714624571,895409,895409807,DIBELS 8th Edition,Well Below Benchmark,254
8714543671,760405,760405808,DIBELS 8th Edition,Above Benchmark,375
8748879145,820407,820407807,DIBELS 8th Edition,Well Below Benchmark,250
8748928715,888403,888403808,DIBELS 8th Edition,Above Benchmark,337
8748654134,60480,60480802,DIBELS 8th Edition,Below Benchmark,297
8748625518,,,DIBELS 8th Edition,Above Benchmark,386
8748536216,806405,806405805,DIBELS 8th Edition,At Benchmark,322
8748474651,867480,867480808,DIBELS 8th Edition,Above Benchmark,344
8747893935,800402,800402807,DIBELS 8th Edition,Below Benchmark,301
8747862529,778108,778108039,DIBELS 8th Edition,Below Benchmark,283
8747366148,35407,35407307,DIBELS 8th Edition,Below Benchmark,285
8747327652,826407,826407808,DIBELS 8th Edition,Above Benchmark,342
